IDs,"metNames",chebi,kegg,mean,max,min,concs
YMDB01225,"PI(14:0/14:1(9Z))",,,17250,20725,13775,17250 +/- 3475 umol/L
YMDB01226,"PI(14:0/16:0)",,,196875,268700,135700,136750 +/- 1050 umol/L; 257000 +/- 11700 umol/L
YMDB01227,"PI(14:0/16:1(9Z))",,,200875,310125,83225,306500 +/- 3625 umol/L; 95250 +/- 12025 umol/L
YMDB01228,"PI(14:0/18:1(9Z))",,,125375,176650,73400,171000 +/- 5650 umol/L; 79750 +/- 6350 umol/L
YMDB01230,"PI(14:1(9Z)/16:0)",,,199375,348150,54100,341500 +/- 6650 umol/L; 57250 +/- 3150 umol/L
YMDB01231,"PI(14:1(9Z)/16:1(9Z))",,,42000,45350,38650,42000 +/- 3350 umol/L
YMDB01232,"PI(14:1(9Z)/18:0)",,,42375,87625,-2550,78250 +/- 9375 umol/L; 6500 +/- 9050 umol/L
YMDB01234,"PI(16:0/16:0)",,C00626,204250,378000,47425,51000 +/- 3575 umol/L; 357500 +/- 20500 umol/L
YMDB01235,"PI(16:0/16:1(9Z))",CHEBI:88396,C00626,4745000,5958925,3787500,3813500 +/- 26000 umol/L; 5676500 +/- 282425 umol/L
YMDB01236,"PI(16:0/18:1(9Z))",,C00626,4807500,7446250,2486225,2602000 +/- 115775 umol/L; 7013000 +/- 433250 umol/L
YMDB01238,"PI(16:1(9Z)/16:1(9Z))",,C00626,727500,773450,654550,741000 +/- 16350 umol/L; 714000 +/- 59450 umol/L
YMDB01239,"PI(16:1(9Z)/18:1(9Z))",CHEBI:88562,C00626,742750,995650,505050,538250 +/- 33200 umol/L; 947250 +/- 48400 umol/L
YMDB01241,"PI(18:0/16:1(9Z))",CHEBI:88557,C00626,1513375,1738675,1259800,1333500 +/- 73700 umol/L; 1693250 +/- 45425 umol/L
YMDB01242,"PI(18:0/18:1(9Z))",,,1104000,1562950,592500,646000 +/- 53500 umol/L; 1562000 +/- 950 umol/L
YMDB01244,"PI(18:1(9Z)/18:1(9Z))",CHEBI:88612,C00626,67375,87125,36075,48500 +/- 12425 umol/L; 86250 +/- 875 umol/L
YMDB01246,"PS(12:0/16:0)",,,3250,8000,-1500,3250 +/- 4750 umol/L
YMDB01247,"PS(12:0/16:1(9Z))",,,14125,21725,-3725,19250 +/- 1250 umol/L; 9000 +/- 12725 umol/L
YMDB01248,"PS(14:0/16:1(9Z))",,,5500,13275,-2275,5500 +/- 7775 umol/L
YMDB01251,"PS(16:0/16:0)",CHEBI:11750,C02737,8375,15425,2300,3000 +/- 700 umol/L; 13750 +/- 1675 umol/L
YMDB01252,"PS(16:0/16:1(9Z))",CHEBI:89824,,182875,213175,127650,159750 +/- 32100 umol/L; 206000 +/- 7175 umol/L
YMDB01253,"PS(16:0/18:1(9Z))",CHEBI:34086,,205500,250175,150475,163250 +/- 12775 umol/L; 247750 +/- 2425 umol/L
YMDB01260,"TG(12:0/12:0/18:1(9Z))",,,4750,5250,4250,4750 +/- 500 umol/L
YMDB01261,"TG(12:0/14:0/16:0)",,,48000,48100,47900,48000 +/- 100 umol/L
YMDB01262,"TG(12:0/14:0/16:1(9Z))",,,86000,94725,77275,86000 +/- 8725 umol/L
YMDB01263,"TG(12:0/14:1(9Z)/16:1(9Z))",,,19750,25925,13575,19750 +/- 6175 umol/L
YMDB01264,"TG(12:0/14:1(9Z)/22:0)",,,2500,2525,2475,2500 +/- 25 umol/L
YMDB01265,"TG(12:0/16:0/16:0)",,,32375,62875,-775,62750 +/- 125 umol/L; 2000 +/- 2775 umol/L
YMDB01266,"TG(12:0/16:0/16:1(9Z))",,,137500,139100,135900,137500 +/- 1600 umol/L
YMDB01267,"TG(12:0/16:0/18:1(9Z))",,,25250,26575,23925,25250 +/- 1325 umol/L
YMDB01268,"TG(12:0/16:1(9Z)/16:1(9Z))",,,70000,71100,68900,70000 +/- 1100 umol/L
YMDB01269,"TG(12:0/16:1(9Z)/18:1(9Z))",,,19750,20225,19275,19750 +/- 475 umol/L
YMDB01271,"TG(14:0/16:0/16:0)",,,9500,12450,6550,9500 +/- 2950 umol/L
YMDB01272,"TG(14:0/16:0/16:1(9Z))",,,55875,113100,4075,107500 +/- 5600 umol/L; 4250 +/- 175 umol/L
YMDB01273,"TG(14:0/16:0/18:1(9Z))",CHEBI:108918,,17125,27750,5975,27500 +/- 250 umol/L; 6750 +/- 775 umol/L
YMDB01274,"TG(14:0/16:1(9Z)/16:1(9Z))",,,123500,126475,120525,123500 +/- 2975 umol/L
YMDB01275,"TG(14:0/16:1(9Z)/18:1(9Z))",,,30750,55950,7500,53500 +/- 2450 umol/L; 8000 +/- 500 umol/L
YMDB01277,"TG(14:0/16:1(9Z)/26:0)",,,11000,12875,9125,11000 +/- 1875 umol/L
YMDB01278,"TG(14:0/18:0/18:1(9Z))",CHEBI:17855,C00422,21375,25250,14775,25000 +/- 250 umol/L; 17750 +/- 2975 umol/L
YMDB01279,"TG(14:0/18:1(9Z)/20:0)",,,2750,2775,2725,2750 +/- 25 umol/L
YMDB01281,"TG(14:1(9Z)/16:1(9Z)/16:1(9Z))",,,11250,11350,11150,11250 +/- 100 umol/L
YMDB01282,"TG(14:1(9Z)/16:1(9Z)/18:1(9Z))",,,9750,10075,9425,9750 +/- 325 umol/L
YMDB01284,"TG(16:0/16:0/16:1(9Z))",CHEBI:17855,C00422,138625,190900,77900,189250 +/- 1650 umol/L; 88000 +/- 10100 umol/L
YMDB01286,"TG(16:0/16:1(9Z)/16:1(9Z))",CHEBI:17855,C00422,333125,540400,140275,516750 +/- 23650 umol/L; 149500 +/- 9225 umol/L
YMDB01287,"TG(16:0/16:1(9Z)/18:0)",CHEBI:17855,C00422,125250,151225,83850,149750 +/- 1475 umol/L; 100750 +/- 16900 umol/L
YMDB01288,"TG(16:0/16:1(9Z)/18:1(9Z))",CHEBI:17855,C00422,166250,230275,103575,223250 +/- 7025 umol/L; 109250 +/- 5675 umol/L
YMDB01289,"TG(16:0/16:1(9Z)/22:0)",,,5750,6100,5400,5750 +/- 350 umol/L
YMDB01290,"TG(16:0/16:1(9Z)/24:0)",,,5500,8725,-1225,7250 +/- 1225 umol/L; 3750 +/- 4975 umol/L
YMDB01291,"TG(16:0/16:1(9Z)/26:0)",,,21375,28000,14150,26000 +/- 2000 umol/L; 16750 +/- 2600 umol/L
YMDB01292,"TG(16:0/18:0/18:1(9Z))",CHEBI:17855,C00422,50250,76350,40625,41000 +/- 375 umol/L; 59500 +/- 16850 umol/L
YMDB01293,"TG(16:0/18:1(9Z)/18:1(9Z))",CHEBI:17855,C00422,67125,80350,41525,78750 +/- 1600 umol/L; 55500 +/- 13975 umol/L
YMDB01294,"TG(16:0/18:1(9Z)/20:0)",CHEBI:17855,C00422,1250,1325,1175,1250 +/- 75 umol/L
YMDB01296,"TG(16:0/18:1(9Z)/24:0)",,,4125,6725,1675,6250 +/- 475 umol/L; 2000 +/- 325 umol/L
YMDB01297,"TG(16:0/18:1(9Z)/26:0)",,,22250,27550,15300,20750 +/- 5450 umol/L; 23750 +/- 3800 umol/L
YMDB01298,"TG(16:1(9Z)/16:1(9Z)/16:1(9Z))",CHEBI:75841,,224750,407850,53300,395000 +/- 12850 umol/L; 54500 +/- 1200 umol/L
YMDB01299,"TG(16:1(9Z)/16:1(9Z)/18:0)",CHEBI:17855,C00422,192000,282100,104750,273500 +/- 8600 umol/L; 110500 +/- 5750 umol/L
YMDB01300,"TG(16:1(9Z)/16:1(9Z)/18:1(9Z))",CHEBI:17855,C00422,249250,410600,93250,403500 +/- 7100 umol/L; 95000 +/- 1750 umol/L
YMDB01301,"TG(16:1(9Z)/16:1(9Z)/20:0)",CHEBI:17855,C00422,4750,4850,4650,4750 +/- 100 umol/L
YMDB01302,"TG(16:1(9Z)/16:1(9Z)/22:0)",,,7000,10675,2100,10000 +/- 675 umol/L; 4000 +/- 1900 umol/L
YMDB01303,"TG(16:1(9Z)/16:1(9Z)/24:0)",,,11750,14350,9150,11750 +/- 2600 umol/L
YMDB01304,"TG(16:1(9Z)/16:1(9Z)/26:0)",,,42500,49475,35625,49000 +/- 475 umol/L; 36000 +/- 375 umol/L
YMDB01305,"TG(16:1(9Z)/18:0/18:0)",CHEBI:17855,C00422,47875,64425,36075,45500 +/- 425 umol/L; 50250 +/- 14175 umol/L
YMDB01306,"TG(16:1(9Z)/18:0/18:1(9Z))",CHEBI:17855,C00422,91625,113500,53850,111250 +/- 2250 umol/L; 72000 +/- 18150 umol/L
YMDB01307,"TG(16:1(9Z)/18:1(9Z)/18:1(9Z))",CHEBI:17855,C00422,72125,117575,23950,113000 +/- 4575 umol/L; 31250 +/- 7300 umol/L
YMDB01308,"TG(16:1(9Z)/18:1(9Z)/20:0)",CHEBI:17855,C00422,3125,4800,900,4500 +/- 300 umol/L; 1750 +/- 850 umol/L
YMDB01310,"TG(16:1(9Z)/18:1(9Z)/24:0)",,,3500,3525,3475,3500 +/- 25 umol/L
YMDB01311,"TG(16:1(9Z)/18:1(9Z)/26:0)",,,38500,46600,25075,30500 +/- 5425 umol/L; 46500 +/- 100 umol/L
YMDB01312,"TG(18:0/18:0/18:1(9Z))",CHEBI:17855,C00422,17750,25975,12525,16250 +/- 1025 umol/L; 19250 +/- 6725 umol/L
YMDB01313,"TG(18:0/18:1(9Z)/18:1(9Z))",CHEBI:17855,C00422,22500,32800,7300,30750 +/- 2050 umol/L; 14250 +/- 6950 umol/L
YMDB01315,"TG(18:1(9Z)/18:1(9Z)/18:1(9Z))",CHEBI:53753,,8500,13325,3675,8500 +/- 4825 umol/L
YMDB01349,"Ethyl hexadecanoate",CHEBI:84932,,0.171366363636364,0.664,0.00703,0.0316 +/- 0.0 uM; 0.00703 +/- 0.0 uM; 0.0527 +/- 0.0 uM; 0.0387 +/- 0.0 uM; 0.664 +/- 0.0 uM; 0.123 +/- 0.0 uM; 0.257 +/- 0.0 uM; 0.116 +/- 0.0 uM; 0.197 +/- 0.0 uM; 0.12 +/- 0.0 uM; 0.278 +/- 0.0 uM
YMDB01355,"Ethyl tetradecanoate",CHEBI:84849,,0.0733636363636364,0.203,0,0.156 +/- 0.0 uM; 0.039 +/- 0.0 uM; 0.0 +/- 0.0 uM; 0.0741 +/- 0.0 uM; 0.203 +/- 0.0 uM; 0.0273 +/- 0.0 uM; 0.0546 +/- 0.0 uM; 0.0 +/- 0.0 uM; 0.0 +/- 0.0 uM; 0.105 +/- 0.0 uM; 0.148 +/- 0.0 uM
YMDB01381,"Ethyl hexanoate ",CHEBI:86055,,0.814409090909091,2,0.0624,0.0901 +/- 0.0 uM; 0.0624 +/- 0.0 uM; 0.943 +/- 0.0 uM; 0.978 +/- 0.0 uM; 2 +/- 0 uM; 0.638 +/- 0.0 uM; 0.86 +/- 0.0 uM; 2 +/- 0 uM; 0.749 +/- 0.0 uM; 0.18 +/- 0.0 uM; 0.458 +/- 0.0 uM
YMDB01389,"Ethyl octanoate",CHEBI:27594,C12292,0.819472727272727,3,0.0232,0.0232 +/- 0.0 uM; 0.145 +/- 0.0 uM; 0.337 +/- 0.0 uM; 0.261 +/- 0.0 uM; 2 +/- 0 uM; 0.342 +/- 0.0 uM; 1 +/- 0 uM; 3 +/- 0 uM; 1 +/- 0 uM; 0.389 +/- 0.0 uM; 0.517 +/- 0.0 uM
YMDB01391,"Ethyl decanoate",CHEBI:87430,,0.545718181818182,2,0,0.0749 +/- 0.0 uM; 0.11 +/- 0.0 uM; 0.0 +/- 0.0 uM; 0.255 +/- 0.0 uM; 2 +/- 0 uM; 0.429 +/- 0.0 uM; 0.409 +/- 0.0 uM; 0.839 +/- 0.0 uM; 0.983 +/- 0.0 uM; 0.559 +/- 0.0 uM; 0.344 +/- 0.0 uM
YMDB01418,"gamma-butyrolactone",CHEBI:42639,C01770,105,117,93,105 +/- 12 uM
YMDB01515,"beta-Carotene",CHEBI:17579,C02094,0.019,0.019,0.019,0.019 +/- 0.0 uM
YMDB01516,"Betaine",CHEBI:17750,C00719,26,26,26,26 +/- 0 uM
YMDB01517,"Chloride",CHEBI:17996,C00115,13884,16039,11729,16020 +/- 19 uM; 11748 +/- 19 uM
YMDB01518,"Fluoride",CHEBI:30236,C00742,39,57,22,23 +/- 1 uM; 55 +/- 2 uM
YMDB01519,"Lutein",CHEBI:28838,C08601,0.105,0.105,0.105,0.105 +/- 0.0 uM
YMDB01520,"Magnesium",CHEBI:25107,C00305,3703,4937,2360,2469 +/- 109 uM; 4937 +/- 0 uM
YMDB01521,"Manganese",CHEBI:18291,C00034,12.5,24,1,1 +/- 0 uM; 24 +/- 0 uM
YMDB01523,"Phosphorus",CHEBI:28659,C06262,5973,7426,3842,4520 +/- 678 uM; 7426 +/- 0 uM
YMDB01524,"Selenium",CHEBI:27568,C01529,0.0505,0.082,0.025,0.076 +/- 0.006 uM; 0.025 +/- 0.0 uM
YMDB01525,"Cyanocobalamin",CHEBI:28911,C05776,0,0,0,0.0 +/- 0.0 uM
YMDB01526,"Phylloquinone",CHEBI:18067,C02059,0.009,0.009,0.009,0.009 +/- 0.0 uM
YMDB01527,"Zinc",CHEBI:30185,C00038,11.5,21,2,2 +/- 0 uM; 21 +/- 0 uM
YMDB01528,"Decenoylcarnitine",,,4,4,4,4 +/- 0 uM
YMDB01529,"Dodecanoylcarnitine",CHEBI:77086,,1,1,1,1 +/- 0 uM
YMDB01530,"Dodecenoylcarnitine",,,5,5,5,5 +/- 0 uM
YMDB01531,"Tetradecanoylcarnitine",CHEBI:84634,,1,1,1,1 +/- 0 uM
YMDB01532,"Tetradecenoylcarnitine",CHEBI:73060,,0.3,0.3,0.3,0.3 +/- 0.0 uM
YMDB01533,"L-Palmitoylcarnitine",,,0.3,0.3,0.3,0.3 +/- 0.0 uM
YMDB01534,"Hexadecanoylcarnitine",CHEBI:17490,C02990,0.4,0.4,0.4,0.4 +/- 0.0 uM
YMDB01535,"9,12-Hexadecadienylcarnitine",,,0.2,0.2,0.2,0.2 +/- 0.0 uM
YMDB01536,"Butyrylcarnitine",CHEBI:21949,C02862,1,1,1,1 +/- 0 uM
YMDB01537,"Tiglylcarnitine",CHEBI:85520,,1,1,1,1 +/- 0 uM
YMDB01538,"Pimelylcarnitine",,,1,1,1,1 +/- 0 uM
YMDB01539,"Nonanoylcarnitine",CHEBI:70997,,1,1,1,1 +/- 0 uM
YMDB01554,"Dimethyl-L-arginine",CHEBI:17929,C03626,3,3,3,3 +/- 0 uM
YMDB01555,"Carnosine",CHEBI:15727,C00386,6,6,6,6 +/- 0 uM
YMDB01556,"Histamine",CHEBI:18295,C00388,13,14,12,13 +/- 1 uM
YMDB01558,"Phenylethylamine",CHEBI:18397,C05332,3,3,3,3 +/- 0 uM
YMDB01559,"2-Hydroxyvalerate",CHEBI:60647,,3035,3187,2883,3035 +/- 152 uM
YMDB01560,"3-Aminoisobutyrate",CHEBI:16684,C05145,625,656,594,625 +/- 31 uM
YMDB01561,"3-Hydroxybutyric acid",CHEBI:20067,C01089,600,630,570,600 +/- 30 uM
YMDB01562,"5-Hydroxylysine",CHEBI:18040,C01211,6315,6631,5999,6315 +/- 316 uM
YMDB01563,"Acetamide",CHEBI:27856,C06244,3150,3308,2992,3150 +/- 158 uM
YMDB01564,"Ethylene glycol",CHEBI:30742,C01380,1050,1103,997,1050 +/- 53 uM
YMDB01565,"Anserine",CHEBI:18323,C01262,840,882,798,840 +/- 42 uM
YMDB01566,"Malonate",CHEBI:30794,C00383,1190,1250,1130,1190 +/- 60 uM
YMDB01567,"Methylmalonate",CHEBI:17453,C02170,1090,1145,1035,1090 +/- 55 uM
YMDB01568,"N-Phenylacetylglycine",CHEBI:27480,C05596,1000,1050,950,1000 +/- 50 uM
YMDB01569,"Salicylurate",CHEBI:9008,C07588,1205,1265,1145,1205 +/- 60 uM
YMDB01570,"2-Aminobutyrate",CHEBI:35619,C02356,875,919,831,875 +/- 44 uM
YMDB01571,"2-Hydroxy-3-methylvalerate",CHEBI:89228,,1615,1696,1534,1615 +/- 81 uM
YMDB01810,"LysoPC(18:1(9Z))",CHEBI:28610,C04230,161375,347225,2850,319250 +/- 27975 umol/L; 3500 +/- 650 umol/L
YMDB01811,"PC(14:0/14:1(9Z))",CHEBI:89525,C00157,0.052,0.0546,0.0494,0.052 +/- 0.0026 uM
YMDB01812,"PC(14:0/18:0)",CHEBI:86090,C00157,0.067,0.07035,0.06365,0.067 +/- 0.00335 uM
YMDB01813,"PC(14:0/18:1(11Z))",CHEBI:73793,C00157,0.098,0.1029,0.0931,0.098 +/- 0.0049 uM
YMDB01814,"PC(14:0/18:1(9Z))",CHEBI:84808,C00157,0.098,0.1029,0.0931,0.098 +/- 0.0049 uM
YMDB01815,"PC(14:0/20:1(11Z))",CHEBI:89520,C00157,1,1,1,1 +/- 0 uM
YMDB01816,"PC(14:0/20:2(11Z,14Z))",CHEBI:89518,C00157,3,3,3,3 +/- 0 uM
YMDB01817,"PC(14:0/20:3(5Z,8Z,11Z))",CHEBI:89517,C00157,0.109,0.11445,0.10355,0.109 +/- 0.00545 uM
YMDB01818,"PC(14:0/20:3(8Z,11Z,14Z))",CHEBI:89513,C00157,0.109,0.11445,0.10355,0.109 +/- 0.00545 uM
YMDB01819,"PC(14:0/20:4(5Z,8Z,11Z,14Z))",CHEBI:86102,C00157,0.019,0.01995,0.01805,0.019 +/- 0.00095 uM
YMDB01820,"PC(14:0/20:4(8Z,11Z,14Z,17Z))",CHEBI:89512,C00157,0.019,0.01995,0.01805,0.019 +/- 0.00095 uM
YMDB01821,"PC(14:0/22:1(13Z))",CHEBI:89516,C00157,0.762,0.8001,0.7239,0.762 +/- 0.0381 uM
YMDB01822,"PC(14:0/22:2(13Z,16Z))",CHEBI:89515,C00157,0.755,0.79275,0.71725,0.755 +/- 0.03775 uM
YMDB01823,"PC(14:0/22:4(7Z,10Z,13Z,16Z))",CHEBI:89514,C00157,1,1,1,1 +/- 0 uM
YMDB01824,"PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))",CHEBI:89583,C00157,0.038,0.0399,0.0361,0.038 +/- 0.0019 uM
YMDB01825,"PC(14:0/22:5(7Z,10Z,13Z,16Z,19Z))",CHEBI:89584,C00157,0.038,0.0399,0.0361,0.038 +/- 0.0019 uM
YMDB01826,"PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",CHEBI:86162,C00157,0.021,0.02205,0.01995,0.021 +/- 0.00105 uM
YMDB01827,"PC(14:0/P-18:0)",CHEBI:89590,C00157,0.067,0.07035,0.06365,0.067 +/- 0.00335 uM
YMDB01828,"PC(14:0/P-18:1(11Z))",CHEBI:89586,C00157,0.098,0.1029,0.0931,0.098 +/- 0.0049 uM
YMDB01829,"PC(14:0/P-18:1(9Z))",CHEBI:89587,C00157,0.098,0.1029,0.0931,0.098 +/- 0.0049 uM
YMDB01830,"PC(14:1(9Z)/14:0)",CHEBI:89588,C00157,0.052,0.0546,0.0494,0.052 +/- 0.0026 uM
YMDB01831,"PC(14:1(9Z)/18:0)",CHEBI:88907,C00157,0.098,0.1029,0.0931,0.098 +/- 0.0049 uM
YMDB01832,"PC(14:1(9Z)/20:0)",CHEBI:88928,C00157,1,1,1,1 +/- 0 uM
YMDB01833,"PC(14:1(9Z)/20:1(11Z))",CHEBI:88919,C00157,3,3,3,3 +/- 0 uM
YMDB01834,"PC(14:1(9Z)/20:2(11Z,14Z))",,C00157,0.109,0.11445,0.10355,0.109 +/- 0.00545 uM
YMDB01835,"PC(14:1(9Z)/20:3(5Z,8Z,11Z))",CHEBI:88917,C00157,0.019,0.01995,0.01805,0.019 +/- 0.00095 uM
YMDB01836,"PC(14:1(9Z)/20:3(8Z,11Z,14Z))",,C00157,0.019,0.01995,0.01805,0.019 +/- 0.00095 uM
YMDB01837,"PC(14:1(9Z)/22:0)",CHEBI:88920,C00157,0.762,0.8001,0.7239,0.762 +/- 0.0381 uM
YMDB01838,"PC(14:1(9Z)/22:1(13Z))",,C00157,0.755,0.79275,0.71725,0.755 +/- 0.03775 uM
YMDB01839,"PC(14:1(9Z)/22:2(13Z,16Z))",,C00157,1,1,1,1 +/- 0 uM
YMDB01840,"PC(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))",CHEBI:88936,C00157,0.038,0.0399,0.0361,0.038 +/- 0.0019 uM
YMDB01841,"PC(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",CHEBI:88930,C00157,0.021,0.02205,0.01995,0.021 +/- 0.00105 uM
YMDB01842,"PC(14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",CHEBI:88929,C00157,0.021,0.02205,0.01995,0.021 +/- 0.00105 uM
YMDB01843,"PC(14:1(9Z)/P-18:0)",CHEBI:88931,C00157,0.098,0.1029,0.0931,0.098 +/- 0.0049 uM
YMDB01844,"PC(16:0/18:1(11Z))",CHEBI:85037,C00157,634750.333333333,1561975,1,1 +/- 0 uM; 346750 +/- 32150 umol/L; 1557500 +/- 4475 umol/L
YMDB01845,"PC(16:0/18:2(9Z,12Z))",CHEBI:73002,C00157,3,3,3,3 +/- 0 uM
YMDB01846,"PC(16:0/18:3(6Z,9Z,12Z))",CHEBI:84786,C00157,0.109,0.11445,0.10355,0.109 +/- 0.00545 uM
YMDB01847,"PC(16:0/18:3(9Z,12Z,15Z))",CHEBI:84789,C00157,0.109,0.11445,0.10355,0.109 +/- 0.00545 uM
YMDB01848,"PC(16:0/18:4(6Z,9Z,12Z,15Z))",CHEBI:86101,C00157,0.019,0.01995,0.01805,0.019 +/- 0.00095 uM
YMDB01849,"PC(16:0/20:1(11Z))",CHEBI:84575,C00157,0.762,0.8001,0.7239,0.762 +/- 0.0381 uM
YMDB01850,"PC(16:0/20:2(11Z,14Z))",CHEBI:84574,C00157,0.755,0.79275,0.71725,0.755 +/- 0.03775 uM
YMDB01851,"PC(16:0/20:3(5Z,8Z,11Z))",CHEBI:86119,C00157,1,1,1,1 +/- 0 uM
YMDB01852,"PC(16:0/20:3(8Z,11Z,14Z))",CHEBI:86121,C00157,1,1,1,1 +/- 0 uM
YMDB01853,"PC(16:0/20:4(5Z,8Z,11Z,14Z))",CHEBI:73003,C00157,1,1,1,1 +/- 0 uM
YMDB01854,"PC(16:0/20:4(8Z,11Z,14Z,17Z))",,C00157,1,1,1,1 +/- 0 uM
YMDB01855,"PC(16:0/20:5(5Z,8Z,11Z,14Z,17Z))",CHEBI:86137,C00157,0.038,0.0399,0.0361,0.038 +/- 0.0019 uM
YMDB01856,"PC(16:0/22:4(7Z,10Z,13Z,16Z))",CHEBI:84573,C00157,2,2,2,2 +/- 0 uM
YMDB01857,"PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))",CHEBI:84795,C00157,0.772,0.8106,0.7334,0.772 +/- 0.0386 uM
YMDB01858,"PC(16:0/22:5(7Z,10Z,13Z,16Z,19Z))",CHEBI:84796,C00157,0.772,0.8106,0.7334,0.772 +/- 0.0386 uM
YMDB01859,"PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",CHEBI:74963,C00157,0.557,0.58485,0.52915,0.557 +/- 0.02785 uM
YMDB01860,"PC(16:0/P-16:0)",CHEBI:89009,C00157,0.067,0.07035,0.06365,0.067 +/- 0.00335 uM
YMDB01861,"PC(16:0/P-18:1(11Z))",CHEBI:89013,C00157,1,1,1,1 +/- 0 uM
YMDB01862,"PC(16:0/P-18:1(9Z))",CHEBI:89014,C00157,1,1,1,1 +/- 0 uM
YMDB01863,"PC(16:1(9Z)/14:1(9Z))",CHEBI:86415,C00157,0.018,0.0189,0.0171,0.018 +/- 0.0009 uM
YMDB01864,"PC(16:1(9Z)/16:0)",CHEBI:89731,C00157,0.098,0.1029,0.0931,0.098 +/- 0.0049 uM
YMDB01865,"PC(16:1(9Z)/18:0)",CHEBI:84570,C00157,1,1,1,1 +/- 0 uM
YMDB01866,"PC(16:1(9Z)/18:1(11Z))",CHEBI:84810,C00157,3,3,3,3 +/- 0 uM
YMDB01867,"PC(16:1(9Z)/18:2(9Z,12Z))",CHEBI:84567,C00157,0.109,0.11445,0.10355,0.109 +/- 0.00545 uM
YMDB01868,"PC(16:1(9Z)/18:3(6Z,9Z,12Z))",CHEBI:89732,C00157,0.019,0.01995,0.01805,0.019 +/- 0.00095 uM
YMDB01869,"PC(16:1(9Z)/18:3(9Z,12Z,15Z))",CHEBI:89733,C00157,0.019,0.01995,0.01805,0.019 +/- 0.00095 uM
YMDB01870,"PC(16:1(9Z)/20:0)",CHEBI:45240,C00157,0.762,0.8001,0.7239,0.762 +/- 0.0381 uM
