IDs,"metNames",chebi,kegg,mean,max,min,concs
YMDB02233,"PC(P-18:0/18:1(9Z))",,,0.762,0.8001,0.7239,0.762 +/- 0.0381 uM
YMDB02234,"PC(P-18:0/18:2(9Z,12Z))",,,0.755,0.79275,0.71725,0.755 +/- 0.03775 uM
YMDB02235,"PC(P-18:0/20:3(5Z,8Z,11Z))",,,0.185,0.19425,0.17575,0.185 +/- 0.00925 uM
YMDB02236,"PC(P-18:0/20:3(8Z,11Z,14Z))",,,0.185,0.19425,0.17575,0.185 +/- 0.00925 uM
YMDB02237,"PC(P-18:0/22:2(13Z,16Z))",,,0.043,0.04515,0.04085,0.043 +/- 0.00215 uM
YMDB02238,"PC(P-18:0/22:4(7Z,10Z,13Z,16Z))",,,0.093,0.09765,0.08835,0.093 +/- 0.00465 uM
YMDB02239,"PC(P-18:0/24:1(15Z))",,,0.032,0.0336,0.0304,0.032 +/- 0.0016 uM
YMDB02240,"PC(P-18:1(11Z)/14:0)",,,0.098,0.1029,0.0931,0.098 +/- 0.0049 uM
YMDB02241,"PC(P-18:1(11Z)/16:0)",CHEBI:89940,,1,1,1,1 +/- 0 uM
YMDB02242,"PC(P-18:1(11Z)/16:1(9Z))",,,3,3,3,3 +/- 0 uM
YMDB02243,"PC(P-18:1(11Z)/18:0)",,,0.762,0.8001,0.7239,0.762 +/- 0.0381 uM
YMDB02244,"PC(P-18:1(11Z)/18:1(11Z))",,,0.755,0.79275,0.71725,0.755 +/- 0.03775 uM
YMDB02245,"PC(P-18:1(11Z)/20:2(11Z,14Z))",,,0.185,0.19425,0.17575,0.185 +/- 0.00925 uM
YMDB02246,"PC(P-18:1(11Z)/22:1(13Z))",,,0.043,0.04515,0.04085,0.043 +/- 0.00215 uM
YMDB02247,"PC(P-18:1(11Z)/22:2(13Z,16Z))",CHEBI:89914,,0.007,0.00735,0.00665,0.007 +/- 0.00035 uM
YMDB02248,"PC(P-18:1(11Z)/24:0)",,,0.032,0.0336,0.0304,0.032 +/- 0.0016 uM
YMDB02249,"PC(P-18:1(11Z)/24:1(15Z))",,,0.01,0.0105,0.0095,0.01 +/- 0.0005 uM
YMDB02250,"PC(P-18:1(9Z)/14:0)",CHEBI:89508,,0.098,0.1029,0.0931,0.098 +/- 0.0049 uM
YMDB02251,"PC(P-18:1(9Z)/16:0)",,,1,1,1,1 +/- 0 uM
YMDB02252,"PC(P-18:1(9Z)/16:1(9Z))",,,3,3,3,3 +/- 0 uM
YMDB02253,"PC(P-18:1(9Z)/18:0)",,,0.762,0.8001,0.7239,0.762 +/- 0.0381 uM
YMDB02254,"PC(P-18:1(9Z)/22:1(13Z))",,,0.043,0.04515,0.04085,0.043 +/- 0.00215 uM
YMDB02255,"PC(P-18:1(9Z)/22:2(13Z,16Z))",,,0.007,0.00735,0.00665,0.007 +/- 0.00035 uM
YMDB02256,"PC(P-18:1(9Z)/24:0)",,,0.032,0.0336,0.0304,0.032 +/- 0.0016 uM
YMDB02257,"PC(P-18:1(9Z)/24:1(15Z))",,,0.01,0.0105,0.0095,0.01 +/- 0.0005 uM
YMDB02258,"PC(o-16:0/16:1(9Z))",,,0.02,0.021,0.019,0.02 +/- 0.001 uM
YMDB02259,"PC(o-16:0/18:0)",,,0.025,0.02625,0.02375,0.025 +/- 0.00125 uM
YMDB02260,"PC(o-16:0/20:0)",,,0.255,0.26775,0.24225,0.255 +/- 0.01275 uM
YMDB02261,"PC(o-16:0/20:4(8Z,11Z,14Z,17Z))",,,0.038,0.0399,0.0361,0.038 +/- 0.0019 uM
YMDB02262,"PC(o-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",,,0.051,0.05355,0.04845,0.051 +/- 0.00255 uM
YMDB02263,"PC(o-16:1(9Z)/18:0)",,,0.038,0.0399,0.0361,0.038 +/- 0.0019 uM
YMDB02264,"PC(o-16:1(9Z)/18:2(9Z,12Z))",,,0.024,0.0252,0.0228,0.024 +/- 0.0012 uM
YMDB02265,"PC(o-16:1(9Z)/20:0)",,,0.087,0.09135,0.08265,0.087 +/- 0.00435 uM
YMDB02266,"PC(o-16:1(9Z)/20:4(8Z,11Z,14Z,17Z))",,,0.048,0.0504,0.0456,0.048 +/- 0.0024 uM
YMDB02267,"PC(o-16:1(9Z)/22:0)",,,0.068,0.0714,0.0646,0.068 +/- 0.0034 uM
YMDB02268,"PC(o-18:0/18:0)",,,0.255,0.26775,0.24225,0.255 +/- 0.01275 uM
YMDB02269,"PC(o-18:0/18:2(9Z,12Z))",,,0.087,0.09135,0.08265,0.087 +/- 0.00435 uM
YMDB02270,"PC(o-18:0/20:4(8Z,11Z,14Z,17Z))",,,0.156,0.1638,0.1482,0.156 +/- 0.0078 uM
YMDB02271,"PC(o-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",,,0.045,0.04725,0.04275,0.045 +/- 0.00225 uM
YMDB02272,"PC(o-18:1(11Z)/16:0)",,,0.038,0.0399,0.0361,0.038 +/- 0.0019 uM
YMDB02273,"PC(o-18:1(11Z)/18:2(9Z,12Z))",,,0.044,0.0462,0.0418,0.044 +/- 0.0022 uM
YMDB02274,"PC(o-18:1(9Z)/16:0)",,,0.038,0.0399,0.0361,0.038 +/- 0.0019 uM
YMDB02275,"PC(o-18:1(9Z)/18:1(11Z))",,,0.087,0.09135,0.08265,0.087 +/- 0.00435 uM
YMDB02276,"PC(o-18:1(9Z)/18:2(9Z,12Z))",,,0.044,0.0462,0.0418,0.044 +/- 0.0022 uM
YMDB02277,"PC(o-18:1(9Z)/20:0)",,,0.068,0.0714,0.0646,0.068 +/- 0.0034 uM
YMDB02278,"PC(o-18:1(9Z)/20:1(11Z))",,,0.05,0.0525,0.0475,0.05 +/- 0.0025 uM
YMDB02279,"PC(o-18:1(9Z)/20:4(8Z,11Z,14Z,17Z))",,,0.153,0.16065,0.14535,0.153 +/- 0.00765 uM
YMDB02280,"PC(o-18:1(9Z)/22:0)",,,0.084,0.0882,0.0798,0.084 +/- 0.0042 uM
YMDB02281,"PC(o-18:1(9Z)/24:0)",,,0.072,0.0756,0.0684,0.072 +/- 0.0036 uM
YMDB02282,"PC(o-18:2(9Z,12Z)/18:2(9Z,12Z))",,,0.038,0.0399,0.0361,0.038 +/- 0.0019 uM
YMDB02283,"PC(o-18:2(9Z,12Z)/20:0)",,,0.05,0.0525,0.0475,0.05 +/- 0.0025 uM
YMDB02284,"PC(o-18:2(9Z,12Z)/22:0)",,,0.064,0.0672,0.0608,0.064 +/- 0.0032 uM
YMDB02285,"PC(o-18:2(9Z,12Z)/24:0)",,,0.028,0.0294,0.0266,0.028 +/- 0.0014 uM
YMDB02286,"PC(o-20:0/18:3(9Z,12Z,15Z))",,,0.093,0.09765,0.08835,0.093 +/- 0.00465 uM
YMDB02287,"PC(o-20:0/20:4(8Z,11Z,14Z,17Z))",,,0.116,0.1218,0.1102,0.116 +/- 0.0058 uM
YMDB02288,"PC(o-20:1(11Z)/20:4(8Z,11Z,14Z,17Z))",,,0.044,0.0462,0.0418,0.044 +/- 0.0022 uM
YMDB02289,"PC(o-22:0/18:3(9Z,12Z,15Z))",,,0.064,0.0672,0.0608,0.064 +/- 0.0032 uM
YMDB02290,"PC(o-22:0/20:1(11Z))",,,0.072,0.0756,0.0684,0.072 +/- 0.0036 uM
YMDB02291,"PC(o-22:0/22:3(10Z,13Z,16Z))",,,0.008,0.0084,0.0076,0.008 +/- 0.0004 uM
YMDB02292,"PC(o-22:1(13Z)/22:2(13Z,16Z))",,,0.008,0.0084,0.0076,0.008 +/- 0.0004 uM
YMDB02293,"PC(o-22:1(13Z)/22:3(10Z,13Z,16Z))",,,0.01,0.0105,0.0095,0.01 +/- 0.0005 uM
YMDB02294,"PC(o-22:2(13Z,16Z)/22:2(13Z,16Z))",,,0.01,0.0105,0.0095,0.01 +/- 0.0005 uM
YMDB02295,"PC(o-22:2(13Z,16Z)/22:3(10Z,13Z,16Z))",,,0.064,0.0672,0.0608,0.064 +/- 0.0032 uM
YMDB02296,"PC(o-24:0/18:3(6Z,9Z,12Z))",,,0.028,0.0294,0.0266,0.028 +/- 0.0014 uM
YMDB02297,"PC(o-24:0/18:3(9Z,12Z,15Z))",,,0.028,0.0294,0.0266,0.028 +/- 0.0014 uM
YMDB02298,"PC(o-24:0/20:4(8Z,11Z,14Z,17Z))",,,0.01,0.0105,0.0095,0.01 +/- 0.0005 uM
YMDB10877,"CL(16:0/16:0/16:1(9Z)/18:1(11Z))",,,79250,103650,51900,102500 +/- 1150 umol/L; 56000 +/- 4100 umol/L
YMDB10878,"CL(16:0/16:0/16:1(9Z)/18:1(9Z))",,,79250,103650,51900,102500 +/- 1150 umol/L; 56000 +/- 4100 umol/L
YMDB10941,"CL(16:0/16:1(11Z)/18:0/18:1(11Z))",,,10750,17000,-3000,14500 +/- 1800 umol/L; 7000 +/- 10000 umol/L
YMDB10942,"CL(16:0/16:1(11Z)/18:0/18:1(9Z))",,,10750,17000,-3000,14500 +/- 1800 umol/L; 7000 +/- 10000 umol/L
YMDB11046,"CL(16:0/18:0/18:1(9Z)/18:1(11Z))",,,92000,103775,77125,99750 +/- 4025 umol/L; 84250 +/- 7125 umol/L
YMDB11047,"CL(16:0/18:0/18:1(9Z)/18:1(9Z))",,,92000,103775,77125,99750 +/- 4025 umol/L; 84250 +/- 7125 umol/L
YMDB11080,"CL(16:1(11Z)/16:1(11Z)/16:1(11Z)/16:1(11Z))",,,69375,85275,55375,77500 +/- 7775 umol/L; 61250 +/- 5875 umol/L
YMDB11081,"CL(16:1(11Z)/16:1(11Z)/16:1(11Z)/16:1(9Z))",,,69375,85275,55375,77500 +/- 7775 umol/L; 61250 +/- 5875 umol/L
YMDB11083,"CL(16:1(11Z)/16:1(11Z)/16:1(11Z)/18:1(11Z))",,,212000,296650,138025,163500 +/- 25475 umol/L; 260500 +/- 36150 umol/L
YMDB11084,"CL(16:1(11Z)/16:1(11Z)/16:1(11Z)/18:1(9Z))",,,212000,296650,138025,163500 +/- 25475 umol/L; 260500 +/- 36150 umol/L
YMDB11202,"CL(16:1(11Z)/18:1(11Z)/18:1(11Z)/18:1(11Z))",,,132250,265675,36975,44750 +/- 7775 umol/L; 219750 +/- 45925 umol/L
YMDB11203,"CL(16:1(11Z)/18:1(11Z)/18:1(11Z)/18:1(9Z))",,,132250,265675,36975,44750 +/- 7775 umol/L; 219750 +/- 45925 umol/L
YMDB11397,"CL(18:0/18:1(11Z)/18:1(11Z)/18:1(11Z))",,,1250,2950,-450,1250 +/- 1700 umol/L
YMDB11398,"CL(18:0/18:1(11Z)/18:1(11Z)/18:1(9Z))",,,1250,2950,-450,1250 +/- 1700 umol/L
YMDB11399,"CL(18:0/18:1(11Z)/18:1(9Z)/18:1(11Z))",,,1250,2950,-450,1250 +/- 1700 umol/L
YMDB11400,"CL(18:0/18:1(11Z)/18:1(9Z)/18:1(9Z))",,,1250,2950,-450,1250 +/- 1700 umol/L
YMDB11419,"CL(18:1(9Z)/18:1(9Z)/18:1(11Z)/18:1(11Z))",,,26000,31475,20525,26000 +/- 5475 umol/L
YMDB11420,"CL(18:1(9Z)/18:1(9Z)/18:1(11Z)/18:1(9Z))",,,26000,31475,20525,26000 +/- 5475 umol/L
YMDB11421,"CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/18:1(11Z))",,,26000,31475,20525,26000 +/- 5475 umol/L
YMDB11422,"CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/18:1(9Z))",CHEBI:60356,,26000,31475,20525,26000 +/- 5475 umol/L
YMDB12715,"DG(12:0/16:1(11Z)/0:0)",,,23500,24000,23000,23500 +/- 500 umol/L
YMDB12743,"DG(14:0/16:1(11Z)/0:0)",,,89000,96575,81425,89000 +/- 7575 umol/L
YMDB12916,"DG(16:0/16:1(11Z)/0:0)",,,423125,526850,343950,492250 +/- 34600 umol/L; 354000 +/- 10050 umol/L
YMDB12918,"DG(16:0/18:1(11Z)/0:0)",,,502625,585800,423600,447000 +/- 23400 umol/L; 558250 +/- 27550 umol/L
YMDB12944,"DG(16:1(11Z)/16:1(11Z)/0:0)",,,405000,620575,242175,563250 +/- 57325 umol/L; 246750 +/- 4575 umol/L
YMDB12945,"DG(16:1(11Z)/16:1(9Z)/0:0)",,,405000,620575,242175,563250 +/- 57325 umol/L; 246750 +/- 4575 umol/L
YMDB12947,"DG(16:1(11Z)/18:1(11Z)/0:0)",,,479375,585350,393250,540000 +/- 45350 umol/L; 418750 +/- 25500 umol/L
YMDB12948,"DG(16:1(11Z)/18:1(9Z)/0:0)",,,479375,585350,393250,540000 +/- 45350 umol/L; 418750 +/- 25500 umol/L
YMDB13003,"DG(18:0/18:1(11Z)/0:0)",,,126750,176550,86125,99500 +/- 13375 umol/L; 154000 +/- 22550 umol/L
YMDB13029,"DG(18:1(11Z)/18:1(11Z)/0:0)",,,12500,16100,7400,13250 +/- 450 umol/L; 11750 +/- 4350 umol/L
YMDB13030,"DG(18:1(11Z)/18:1(9Z)/0:0)",,,12500,16100,7400,13250 +/- 450 umol/L; 11750 +/- 4350 umol/L
YMDB13282,"LPA(16:1(9Z)/0:0)",,,146125,199675,125325,162500 +/- 37175 umol/L; 129750 +/- 3775 umol/L
YMDB13283,"LPA(16:1(11Z)/0:0)",,,146125,199675,125325,162500 +/- 37175 umol/L; 129750 +/- 3775 umol/L
YMDB13284,"LPA(18:1(9Z)/0:0)",,,81250,119575,31100,51000 +/- 19900 umol/L; 111500 +/- 8075 umol/L
YMDB13285,"LPA(18:1(11Z)/0:0)",,,81250,119575,31100,51000 +/- 19900 umol/L; 111500 +/- 8075 umol/L
YMDB13312,"Lyso-PC(16:0/0:0)",,,58750,92575,23800,25250 +/- 1450 umol/L; 92250 +/- 325 umol/L
YMDB13314,"Lyso-PC(16:1(11Z)/0:0)",,,529125,721825,386375,664000 +/- 57825 umol/L; 394250 +/- 7875 umol/L
YMDB13321,"Lyso-PE(16:0/0:0)",,,177500,364325,3775,7000 +/- 3225 umol/L; 348000 +/- 16325 umol/L
YMDB13322,"Lyso-PE(16:1(9Z)/0:0)",,,269125,517200,89025,443250 +/- 73950 umol/L; 95000 +/- 5975 umol/L
YMDB13323,"Lyso-PE(16:1(11Z)/0:0)",,,269125,517200,89025,443250 +/- 73950 umol/L; 95000 +/- 5975 umol/L
YMDB13325,"Lyso-PE(18:1(9Z)/0:0)",,,263125,456200,152825,353750 +/- 102450 umol/L; 172500 +/- 19675 umol/L
YMDB13339,"Lyso-PI(16:0/0:0)",,,64125,82975,46225,50250 +/- 4025 umol/L; 78000 +/- 4975 umol/L
YMDB13340,"Lyso-PI(16:1(9Z)/0:0)",,,100000,103075,96450,102000 +/- 1075 umol/L; 98000 +/- 1550 umol/L
YMDB13341,"Lyso-PI(16:1(11Z)/0:0)",,,100000,103075,96450,102000 +/- 1075 umol/L; 98000 +/- 1550 umol/L
YMDB13342,"Lyso-PI(18:0/0:0)",,,19000,26050,12675,14250 +/- 1575 umol/L; 23750 +/- 2300 umol/L
YMDB13343,"Lyso-PI(18:1(9Z)/0:0)",,,112750,149650,71000,77750 +/- 6750 umol/L; 147750 +/- 1900 umol/L
YMDB13361,"Lyso-PS(18:1(9Z)/0:0)",,,5000,7375,2625,5000 +/- 2375 umol/L
YMDB13441,"PA(14:0/16:1(11Z))",,,100750,162325,47250,152250 +/- 10075 umol/L; 49250 +/- 2000 umol/L
YMDB13447,"PA(12:0/16:1(11Z))",,,89750,159650,35100,143500 +/- 16150 umol/L; 36000 +/- 900 umol/L
YMDB13478,"PA(16:1(11Z)/16:1(9Z))",,,1197000,1828475,808850,1568250 +/- 260225 umol/L; 825750 +/- 16900 umol/L
YMDB13479,"PA(16:1(11Z)/16:1(11Z))",,,1197000,1828475,808850,1568250 +/- 260225 umol/L; 825750 +/- 16900 umol/L
YMDB13482,"PA(16:0/16:1(11Z))",,,772500,851900,726675,753250 +/- 26575 umol/L; 791750 +/- 60150 umol/L
YMDB13508,"PA(16:1(11Z)/18:1(9Z))",,,1988125,2108050,1864200,1974750 +/- 110550 umol/L; 2001500 +/- 106550 umol/L
YMDB13509,"PA(16:1(11Z)/18:1(11Z))",,,1988125,2108050,1864200,1974750 +/- 110550 umol/L; 2001500 +/- 106550 umol/L
YMDB13519,"PA(16:0/18:1(11Z))",CHEBI:89530,C00416,603125,768600,442850,491500 +/- 48650 umol/L; 714750 +/- 53850 umol/L
YMDB13546,"PA(18:1(11Z)/18:1(9Z))",CHEBI:89527,,159125,203375,110950,130500 +/- 19550 umol/L; 187750 +/- 15625 umol/L
YMDB13547,"PA(18:1(11Z)/18:1(11Z))",CHEBI:89528,C00416,159125,203375,110950,130500 +/- 19550 umol/L; 187750 +/- 15625 umol/L
YMDB13548,"PA(18:0/18:1(11Z))",,,53625,78075,29375,36750 +/- 7375 umol/L; 70500 +/- 7575 umol/L
YMDB13584,"PC(10:0/16:1(11Z))",,,111750,157475,76200,139750 +/- 17725 umol/L; 83750 +/- 7550 umol/L
YMDB13589,"PC(14:0/16:1(11Z))",,,289500,330375,253500,322250 +/- 8125 umol/L; 256750 +/- 3250 umol/L
YMDB13596,"PC(12:0/16:1(11Z))",,,225375,247025,194900,245250 +/- 1775 umol/L; 205500 +/- 10600 umol/L
YMDB13605,"PC(14:1(9Z)/16:1(11Z))",,,98875,176725,22075,175250 +/- 1475 umol/L; 22500 +/- 425 umol/L
YMDB13625,"PC(16:1(11Z)/16:1(9Z))",,,3180250,3825800,2579025,3718750 +/- 107050 umol/L; 2641750 +/- 62725 umol/L
YMDB13626,"PC(16:1(11Z)/16:1(11Z))",,,3180250,3825800,2579025,3718750 +/- 107050 umol/L; 2641750 +/- 62725 umol/L
YMDB13629,"PC(16:0/16:1(11Z))",,,1509125,2109425,845125,922500 +/- 77375 umol/L; 2095750 +/- 13675 umol/L
YMDB13650,"PC(16:1(11Z)/18:1(9Z))",,,3279875,3561225,2931300,3011500 +/- 80200 umol/L; 3548250 +/- 12975 umol/L
YMDB13651,"PC(16:1(11Z)/18:1(11Z))",,,3279875,3561225,2931300,3011500 +/- 80200 umol/L; 3548250 +/- 12975 umol/L
YMDB14043,"PE(14:0/16:1(11Z))",,,185250,186625,183875,185250 +/- 1375 umol/L
YMDB14049,"PE(12:0/16:1(11Z))",,,197750,394850,-16950,354500 +/- 40350 umol/L; 41000 +/- 57950 umol/L
YMDB14080,"PE(16:1(11Z)/16:1(9Z))",,,3039750,4854375,1630875,4299500 +/- 554875 umol/L; 1780000 +/- 149125 umol/L
YMDB14081,"PE(16:1(11Z)/16:1(11Z))",,,3039750,4854375,1630875,4299500 +/- 554875 umol/L; 1780000 +/- 149125 umol/L
YMDB14084,"PE(16:0/16:1(11Z))",,,415250,476325,322250,472000 +/- 4325 umol/L; 358500 +/- 36250 umol/L
YMDB14109,"PE(16:1(9Z)/18:1(11Z))",,,3005750,4005950,1777875,3758500 +/- 247450 umol/L; 2253000 +/- 475125 umol/L
YMDB14121,"PE(16:0/18:1(11Z))",CHEBI:84833,,233625,306525,93925,282500 +/- 24025 umol/L; 184750 +/- 90825 umol/L
YMDB14148,"PE(18:1(11Z)/18:1(9Z))",,,180250,239650,46575,235250 +/- 4400 umol/L; 125250 +/- 78675 umol/L
YMDB14149,"PE(18:1(11Z)/18:1(11Z))",,,180250,239650,46575,235250 +/- 4400 umol/L; 125250 +/- 78675 umol/L
YMDB14942,"PG(16:0/16:1(11Z))",,,10000,16975,-2975,13000 +/- 1025 umol/L; 7000 +/- 9975 umol/L
YMDB14944,"PG(16:0/18:1(11Z))",CHEBI:44946,,5750,13875,-2375,5750 +/- 8125 umol/L
YMDB14970,"PG(16:1(11Z)/16:1(11Z))",,,14500,18550,9950,14750 +/- 2150 umol/L; 14250 +/- 4300 umol/L
YMDB14971,"PG(16:1(11Z)/16:1(9Z))",,,14500,18550,9950,14750 +/- 2150 umol/L; 14250 +/- 4300 umol/L
YMDB14973,"PG(16:1(11Z)/18:1(11Z))",,,9000,9600,8400,9000 +/- 600 umol/L
YMDB14974,"PG(16:1(11Z)/18:1(9Z))",,,9000,9600,8400,9000 +/- 600 umol/L
YMDB15000,"PG(16:1(9Z)/16:1(11Z))",,,14250,18550,9950,14250 +/- 4300 umol/L
YMDB15305,"PI(10:0/16:1(11Z))",,,66000,68975,63025,66000 +/- 2975 umol/L
YMDB15327,"PI(12:0/16:1(11Z))",,,98750,166325,39175,154000 +/- 12325 umol/L; 43500 +/- 4325 umol/L
YMDB15339,"PI(14:0/14:1(11Z))",,,17250,20725,13775,17250 +/- 3475 umol/L
YMDB15343,"PI(14:0/16:1(11Z))",,,200875,310125,83225,306500 +/- 3625 umol/L; 95250 +/- 12025 umol/L
YMDB15345,"PI(14:0/18:1(11Z))",,,125375,176650,73400,171000 +/- 5650 umol/L; 79750 +/- 6350 umol/L
YMDB15355,"PI(14:1(11Z)/16:0)",,,199375,348150,54100,341500 +/- 6650 umol/L; 57250 +/- 3150 umol/L
YMDB15356,"PI(14:1(11Z)/16:1(11Z))",,,42000,45350,38650,42000 +/- 3350 umol/L
YMDB15357,"PI(14:1(11Z)/16:1(9Z))",,,42000,45350,38650,42000 +/- 3350 umol/L
YMDB15358,"PI(14:1(11Z)/18:0)",,,42375,87625,-2550,78250 +/- 9375 umol/L; 6500 +/- 9050 umol/L
YMDB15372,"PI(14:1(9Z)/16:1(11Z))",,,42000,45350,38650,42000 +/- 3350 umol/L
YMDB15413,"PI(16:0/16:1(11Z))",,,4745000,5958925,3787500,3813500 +/- 26000 umol/L; 5676500 +/- 282425 umol/L
YMDB15415,"PI(16:0/18:1(11Z))",CHEBI:88392,,4807500,7446250,2486225,2602000 +/- 115775 umol/L; 7013000 +/- 433250 umol/L
YMDB15418,"PI(16:1(11Z)/16:1(11Z))",,,727500,773450,654550,741000 +/- 16350 umol/L; 714000 +/- 59450 umol/L
YMDB15419,"PI(16:1(11Z)/16:1(9Z))",,,727500,773450,654550,741000 +/- 16350 umol/L; 714000 +/- 59450 umol/L
YMDB15421,"PI(16:1(11Z)/18:1(11Z))",,,742750,995650,505050,538250 +/- 33200 umol/L; 947250 +/- 48400 umol/L
YMDB15422,"PI(16:1(11Z)/18:1(9Z))",,,742750,995650,505050,538250 +/- 33200 umol/L; 947250 +/- 48400 umol/L
YMDB15426,"PI(16:1(9Z)/16:1(11Z))",,,727500,773450,654550,741000 +/- 16350 umol/L; 714000 +/- 59450 umol/L
YMDB15428,"PI(16:1(9Z)/18:1(11Z))",CHEBI:88563,,742750,995650,505050,538250 +/- 33200 umol/L; 947250 +/- 48400 umol/L
YMDB15433,"PI(18:0/18:1(11Z))",,,1104000,1562950,592500,646000 +/- 53500 umol/L; 1562000 +/- 950 umol/L
YMDB15436,"PI(18:1(9Z)/18:1(11Z))",CHEBI:88627,,67375,87125,36075,48500 +/- 12425 umol/L; 86250 +/- 875 umol/L
YMDB15471,"PS(12:0/16:1(11Z))",,,14125,21725,-3725,19250 +/- 1250 umol/L; 9000 +/- 12725 umol/L
YMDB15491,"PS(14:0/16:1(11Z))",,,5500,13275,-2275,5500 +/- 7775 umol/L
YMDB15564,"PS(16:0/16:1(11Z))",,,182875,213175,127650,159750 +/- 32100 umol/L; 206000 +/- 7175 umol/L
YMDB15566,"PS(16:0/18:1(11Z))",,,205500,250175,150475,163250 +/- 12775 umol/L; 247750 +/- 2425 umol/L
YMDB15569,"PS(16:1(11Z)/16:1(11Z))",,,308250,376550,251400,261250 +/- 9850 umol/L; 355250 +/- 21300 umol/L
YMDB15570,"PS(16:1(11Z)/16:1(9Z))",,,308250,376550,251400,261250 +/- 9850 umol/L; 355250 +/- 21300 umol/L
YMDB15572,"PS(16:1(11Z)/18:1(11Z))",,,799875,1095125,478025,548500 +/- 70475 umol/L; 1051250 +/- 43875 umol/L
YMDB15573,"PS(16:1(11Z)/18:1(9Z))",,,799875,1095125,478025,548500 +/- 70475 umol/L; 1051250 +/- 43875 umol/L
YMDB15585,"PS(18:1(11Z)/18:1(11Z))",,,9000,10700,7300,9000 +/- 1700 umol/L; 9000 +/- 1375 umol/L
YMDB15586,"PS(18:1(11Z)/18:1(9Z))",,,9000,10700,7300,9000 +/- 1700 umol/L; 9000 +/- 1375 umol/L
